Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
0,Pijama Cirurgico  Scrub Roupa Privativa Hospitalar - Unissex,4.0,273.0,,toronto uniformes profissionais,poliéster,Sem gênero,não definido,"Preço justo , bem feito acabamento ok. Única sugestão é por na calça bolso cargo com zíper e incorporar a cor bege nas opções ! já comprei mais um. Muito satisfeito ! compre sem hesitar.","Tamanho bom, costuras de qualidade, porém tecido um pouco de qualidade inferior, mas vale o preço !.","Muito bom, só poderia ter os cortes na lateral da blusa para melhor conforto (mandei cortar na costureira), porém, material muito bom! comprarei mais.",+1000,69.9,0.6296296296296297,0.029969149405024244,,0.10064458920227824,781,122,1,1000.0,0.002273760800363802,0.11732605729877217
1,Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3034.0,18.0,lupo,algodão,Masculino,outono/inverno,"As cuecas são boas; porém você percebe na costura que não são originais! já experimentei duas brancas, e o mesmo acontece com as duas, quando eu subo a cueca, ela dá um estralinho como se tivesse rasgado e quando olhei, soltou um pouco da costura de lado! tem que vestir com muito cuidado! fora isso, é uma replica muito bem feita da original! aaah. Não gostei muito do elastico de cima! é muito curtinho, queria q fosse maior. Mas resumindo: cueca bem confortavel, nao dobra e nem sobe.","Pelo preço promocional, com ctz tem algum defeito de fabricação. Pq não é normal furar a cueca na imenda na primeira vez que vc usa. Infelizmente isso aconteceu comigo e não foi só com uma cueca e sim com 3 unidades. Agora eu não sei o que é pior, perder 16 reais do valor da cueca usando ela apenas algumas horas ou ficar com a cueca furada no trabalho.","Serviram muito bem, porém é nítido que o pano não é algodão, e posso confirmar a diferença pois possuo o mesmo modelo de cuecas lupo que comprei em outra ocasião e comparando ambos os panos e costuras essa diferença fica notável.
Pelo custo beneficio e mesmo sendo um material diferente, aparenta valer a pena, porém, só o tempo (e algumas lavagens rs) irá dizer se é de qualidade.",+10mil,232.89,0.8148148148148148,0.33417805200528866,0.21311475409836064,0.37858531427986764,463,25,3,10000.0,0.04229195088676671,0.17644383810823103
2,Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5682.0,20.0,zorba,algodão,Masculino,não definido,"O tecido é bom e são confortáveis. Só que a numeração não é precisa, visto 40 então tentei comprar a p conforme especificado no guia de tamanho. Porém, para minha sorte não tinha mais p disponível e eu comprei m. O resultado é que caiu perfeitamente. Então uma dica é comprar um tamanho maior. Antes deixar o bicho solto do quê sem ar.","Vendo comentários de outros consumidores vejo que quanto ao tamanho realmente há problemas; tenho 1. 85 e peso 88 kg, pedi o tamanho maior disponível, gg, e ficou um pouco apertado mesmo assim. Já comprei em lojas exatamente a mesma medida e dá pra notar a diferença. Mas no geral o produto é bom, só atentem para o tamanho.","Produto não é nem de longe original, tecido grosso e com pouco elastano.",+50mil,199.9,0.888888888888889,0.625936535918907,0.24590163934426232,0.3223287063879131,838,25,1,50000.0,0.009095043201455207,0.17644383810823103
3,Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.6,1700.0,22.0,mash,algodão,Masculino,primavera/verão,"As cuecas são boas, porém meu marido usa g e pedir gg por causa dos outros comentários de compradores que falaram ser forma pequena. Então ficaram muito grandes!!! com certeza logo vão lacear por esse motivo. Tentar lavar a mão para evitar que fique caindo tão rápido. Recomendo a compra, porém podem pedir o tamanho correto que usam. Sem essa presepada de pedir tamanho maior. Sobre qualidade somente depois de lavar para saber ao certo!!! na próxima, pedirei o número que ele realmente usa.","E o tamanho certo, mas em baixo dela, fica muito curto, apertado demais. Aperta todos os ovos, na moral me arrependo de ter comprado. Nesse valor ainda, melhor ter comprado da lupo.","Produto não parece.
Original e veio 2 modelos completamente distintos. Costuras grosseiras, elastico parece esgarçado e com rebarbas.",+10mil,229.39,0.8518518518518517,0.18719700308505952,0.2786885245901639,0.3726168957402544,494,25,7,10000.0,0.010914051841746248,0.17644383810823103
4,Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,"Estou encantada com essas peças!.
Os shorts são lindos e super confortáveis, comprem sem medo!.","Recomendo, tecido confortável, igual a foto.","Gostei muito dos shorts, material bom, para usar no dia a dia está ótimo.",+1000,129.2,0.777777777777778,0.05575143234905245,0.06557377049180327,0.20176665188772552,509,74,7,1000.0,0.010004547521600727,0.02546612096407458
5,Blusa + Calça Térmica Treino Futebol Criança Infantil Fleece,4.7,58.0,5.0,roupa zero grau,termico unissex,Sem gênero infantil,outono/inverno,"Produto ótimo , mesmo após várias lavagens não forma bolinha, não encolhe , não desbota.
Já tinha comprado ano passado e comprei novamente esse ano.
Minha filha tem 5 anos é magrinha, comprei o tamanho 8 e ficou folgadinho, vai usar bastante.
Meu filho de 10 anos comprei o 14 e também ficou bem folgadinho.
Podem comprar sem medo de errar. 😊.","Produto de boa qualidade.
Não gruda pêlos e nem faz bolinha.
Super quentinha.",Super quentinho. Só achei a gola muito aberta.,+100,78.03,0.888888888888889,0.00628029969149405,0.0,0.11450837283857987,669,166,3,100.0,0.002273760800363802,0.0009095043201455207
6,Calça Jeans Levis 511 Original Slim Fit Elastano,4.9,14.0,,levi's,algodao/elastano,Masculino,outono/inverno,Excelente calça! melhor calça que já comprei!.,"Ótimo produto, perfeito, tudo dentro do descrito. Muito satisfeito.","Linda, veste perfeitamente no corpo!.",+100,,0.9629629629629631,0.0014323490524460116,,,436,24,3,100.0,0.009095043201455207,0.0009095043201455207
7,Roupa Apicultor Tirar Abelha Mel Sr Premium Antiferroada,4.5,11.0,,sr apicultura,poliamida,Sem gênero,não definido,Um dos melhores macacões que já comprei em 18 anos de apicultura.,Muito bom excelente.,Ótimo produto.,+50,460.9,0.8148148148148148,0.0011018069634200088,,0.7674022031990724,731,116,1,50.0,0.0050022737608003635,0.019554342883128694
8,Calça Levis Jeans Masculina Tradicional Elastano C Baixa 514,4.3,52.0,,levi's,algodão e elastano,Masculino,outono/inverno,Etiquetas e adesivos condizem com uma legítima levis mas a qualidade do jeans por ser muito fino e o corte das pernas(larga) comparando com uma calça do mesmo n°/modelo comprada em uma loja levis é comprometedor.,"Caimento bom. As etiquetas e impressões na parte interna condizem com as originais. Mas o tecido é mais fino que das levis que tenho. Mas penso que não é original pois olhei as 3 levis legítimas que tenho aqui e encontrei um código de 4 digitos na parte de trás do botão de fechamento da calça. Esse código não existe na calça que comprei aqui. Se for falsificada, paguei caro.",Tenho duvidas se é original. Jeans muito fino. Jeans da levis sempre foi grosso porem macio.,+500,,0.7407407407407406,0.005619215513442045,,,436,31,3,,0.009095043201455207,0.0009095043201455207
9,Kit 3 Calça Masculina Com Lycra Roupas Skinny Justa Premium,4.4,1326.0,,multimarcas,jeans que estica muito,Masculino,primavera/verão,"Boa tarde! as calças totalmente diferente uma da outra. Tecidos diferente. Corte diferente sendo número 40 número pedido. Não veste bem parecendo número 44.
Lamentável! não vou trocar. Ficarei com prejuízo. Mas aprendi uma grande lição. A próxima compra comprarei na loja onde posso experimentar e reclamar na hora e exigir uma melhor qualidade de tecido!.
Esse kit não indico nem para inimigo!.
Gratidão!.","Sinceramente fiquei com receio antes de comprar o produto porém estou surpreso com a qualidade e como vestiu bem. Tenho 1,81 e peso 76kg o número 40 ficou ótimo! podem comprar sem medo, irei recomendar para outras pessoas.","Uso 44 e comprei 46, e como esperado pelos comentários, a cinza ficou perfeito, e as outras duas terei de ajustar a canela na costureira, ficaram largas nas canelas, a qualidade parece ser boa, mas nada que negative minha compra, pelo preço que paguei tá dentro do esperado, resumindo, valeu o preço, apenas fiquem atentos com o tamanho, se não quizer muito agarrado pegue um numero maior que o normal igual eu fiz, mas provavelmente terá de fazer um ajuste na barra.",+10mil,180.15,0.777777777777778,0.14598942265315118,,0.2886497732000955,543,85,7,10000.0,0.01182355616189177,0.002273760800363802
10,Kit Lote 6 Conjunto De Menina Roupa Infantil Feminino,4.5,1796.0,,amandika kids,,Meninas,não definido,"Minha filha veste 8 anos(ate algumas 10 anos). Ela so tem 6, mas e alta e forte.
Comprei de 14 anos(segui as recomendações).
E sinceramente quero ate comprar mais.
Roupa de boa qualidade, pra uso no dia a dia. Os short são de uma material tipo moleton otimosss.
As blusas algumas são muito finas outras como a azul e vermelha de otima qualidade.
Em resumo superou as minhas expectativas.
Ja comprei atacado desses site que oferece no facebook e decepcionei.
Essa roupas aqui foram otimassss.
Parabéns!!.","Eu amei, comprei o tamanho 10, minha filha tem 7 anos 1. 28cm e 23kg.","Conjuntos perfeitos, todos lindos, cores, tecido. Minha dica é comprar 2 ou 3 números maior, pois achei pequenos, minha filha tem 9 anos, pesa 40 kilos, comprei tamanho 14 e ficou exatos, vai perder rápido, mais pelo preço vale muito apena, pois o material é bom é as cores e detalhes são lindos.",+10mil,139.9,0.8148148148148148,0.1977743499338916,,0.22001295999454318,30,178,1,10000.0,0.0031832651205093224,
11,Calça Jogger Masculina Jeans Sarja Premium Elástico Lycra,4.5,11.0,,gbgsports,sarja,Masculino,outono/inverno,"Top. Tô gostando, muito bom mesmo.","Muita sobras de fios, baixa qualidade nas costuras!.",,+100,48.9,0.8148148148148148,0.0011018069634200088,,0.06483407796459875,324,138,3,100.0,0.005911778080945885,0.015461573442473852
12,Roupa Infantil Social Menino  Bebê Batizado Festa Casamento,4.8,421.0,6.0,poderoso baby moda acessórios,,Bebês,não definido,"Lindo, perfeito gostaria muito aue aqui tivesse a opcao de postar foto pra vcs terem a noção do quanto meu bebê ficou perfeito com essa roupinha.
Amei cada detalhe tudo é perfeito.","Ele tem 6 meses e a roupa de 1 ano ficou certinha, mas ele é gordinho, a blusa ficou a conta, não vai conseguir usar mais após a lavagem.",Ficou perfeito.,+1000,136.59,0.9259259259259259,0.046275892463640375,0.01639344262295081,0.21436854131850894,615,178,1,1000.0,0.004547521600727604,
13,Calça Levis Jeans Masculina Tradicional Elastano C Baixa 514,4.7,12.0,,levi's,algodão e elastano,Masculino,outono/inverno,Produto de excelente qualidade e dentro das especificações de modelo e cor solicitadas.,Ótimo produto qualidade levi's.,Excelente!!.,+50,,0.888888888888889,0.0012119876597620099,,,436,31,3,50.0,0.009095043201455207,0.0009095043201455207
14,Bermuda Feminina Puma Lemlem Bike,,,,puma,poliamida,Feminino,outono/inverno,,,,Nenhum,209.99,,,,0.33953480440639816,636,116,3,0.0,0.0018190086402910413,0.019554342883128694
15,Bermuda Camuflada Poly  Ripstop  6 Bolsos Safo Número Maior,,,,safo,poly rip stop,Masculino,não definido,,,,2,,,,,,685,128,1,2.0,0.002273760800363802,0.002273760800363802
16,Roupa Festa Tik Tok Infantil Com Tiara Cinto E Corrente Neon,4.7,140.0,6.0,estilo fada,,Meninas,não definido,"Roupa ficou ótima o tamanho que comprei, minha filha fez 8 anos e eu pedi o tamanho 10:.
A qualidade do short que não é muito boa mas deu para usar direitinho.
O cinto veio desfiado.","Tamanho pequeno (comprar 2 númerosa mais), mas ótima qualidade recomendo.",A roupa é linda e de excelente qualidade! comprei dois tamanhos diferentes para minhas duas filhas e ficaram lindas.,+1000,78.25,0.888888888888889,0.015315116791538123,0.01639344262295081,0.11488353057535555,272,178,1,1000.0,0.0009095043201455207,
17,Kit 8 Peças De Roupa Infantil Masculino 4 Camisas + 4 Shorts,4.4,388.0,10.0,imperio kids,,Bebês,não definido,Ótima roupas.,"Os tecidos são de excelente qualidade, recomendo.",Ficou perfeito peguei tamanho 3 meu filho tem 2 anos.,+1000,112.82,0.777777777777778,0.04263992948435434,0.0819672131147541,0.17383445312233553,364,178,1,1000.0,0.008640291041382447,
18,Cinto Porta Número E Gel Para Corrida - Ciacool,4.8,37.0,,ciacool,,Sem gênero,não definido,"Ótimo, perfeito para o que eu precisava.",Material de boa qualidade. Simples e pratico.,Excelente.,+500,36.9,0.9259259259259259,0.003966505068312032,,0.044370928685924765,182,178,1,,0.004092769440654843,
19,Calça Preta Ou Azul Uniforme Tactel 3 Bolsos,4.0,18.0,,c. surf,432261,Masculino,primavera/verão,"Gostei muito. Compensa demais. Tecido leve, bem costurado. Gostei.","Produto de baixa qualidade, tecido muito fraco, melhor comprar algo um pouco mais caro com tecido de melhor qualidade.","Perfeita , pelo preço é ótima, comprei pra usar em casa, adorei a minha.",+1000,26.9,0.6296296296296297,0.001873071837814015,,0.027318304287029773,156,4,7,1000.0,0.004547521600727604,0.002728512960436562
20,Kit 10 Short Jeans Feminino Com Cintura Alta Atacado Revenda,,,,stillger,algodão,Feminino,primavera/verão,,,,+5,199.99,,,,0.32248218000750317,736,25,7,5.0,0.03274215552523874,0.17644383810823103
21,Roupa Ração Em Oxford Masculino 2 Peças Candomblé E Umbanda,4.6,394.0,,atacadao beira mar,,Masculino,não definido,"Excelente conjunto ração em oxford!!! é bem confortável, e o tecido e a costura são de altíssima qualidade e durabilidade! adorei, irei utilizar com muito carinho na pratica da umbanda. Recomendo sinceramente a compra! satisfação e qualidade garantidas! show de bola!.","Amei, bem confortável!!.","Material bem inferior ao oque foi descrito, medidas bem grandes e a camisa tem uma gola v enorme.",+1000,49.9,0.8518518518518517,0.04330101366240635,,0.06653934040448825,59,178,1,1000.0,0.001364256480218281,
22,Roupa Apicultor E Luva Tirar Abelha Mel Promoção C Mascara,4.1,190.0,,sr apicultura,poliéster,Sem gênero,não definido,"O tamanho médio ficou um pouco justo para uma pessoa de 62kg e 1,65 altura. O material é bom. Vou comprar outros em breve para as filhas.","Produto com ótimo custo benefício, porém tem que usar uma roupa de moletom por baixo. Caso você se depra com um exame muito defensivo pode levar algumas ferroadas de baixa profundidade como aconteceu comigo.
Mais nada que interfira de realias as atividades no campo.
Gostei muito e recomendo pelo bom custo benefício.",Tecido muito fino! não impede as picadas.,+1000,189.9,0.6666666666666666,0.02082415160863817,,0.3052760819890181,731,122,1,1000.0,0.0050022737608003635,0.11732605729877217
23,4 Peça Bermuda Mauricinho Tactel Short Infantil Estampado,3.9,27.0,,rebel cat,microfibra,Meninos,primavera/verão,"As estampas são nada a ver com a foto muito menos os shorts costura diferente e muito mais compridos, estampas iguais. Podia divulgar mostrando as estampas que tem. Pq mostra as mais bonitas e não tem nem uma delaskkk.","As estampas ,eu sabia que vcs que escolhia mas não são iguais as que mostram nas fotos. Eu achei que seria daquelas. Não de personagens !.","Poderiam mandar pelo menos uma estampa legal, só veio coisas horríveis, não dá nem para saber que desenho é.",+100,52.17,0.5925925925925927,0.0028646981048920227,,0.07041028614303742,647,101,7,100.0,0.008640291041382447,0.030013642564802184
24,Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2382.0,22.0,lupo,algodão,Masculino,primavera/verão,"Muito bom , eu sempre gostei de usar cueca com folga mas resolvi seguir as orientações das medidas na tabela e ficou ótimo. Peguei a m (normalmente pego um tamanho acima) mas ficou muito bom, perfeito. Se tivesse arriscado no tamanho g teria ficado muito largo. Tenho 1. 75 altura e 76kg.",As cuecas são de péssima qualidade as mais falsas que existe. Eu uso cuecas lupo há muito tempo não gostei porque é anunciado como original. Estou só o ódio.,"Eu tenho 1,80 e peso 80 kg, a g ficou perfeita.",+10mil,89.9,0.8518518518518517,0.2623402379903041,0.2786885245901639,0.13474983800006823,463,25,7,10000.0,0.04229195088676671,0.17644383810823103
25,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!.",+10mil,69.99,0.9259259259259259,0.15733803437637728,0.4098360655737705,0.10079806282186829,463,101,7,10000.0,0.04229195088676671,0.030013642564802184
26,Roupa Chef De Cozinha Dolmã Masculino Manga Curta Oxford,,,5.0,m l freitas confecções,poliéster,,não definido,,,,+50,68.54,,,0.0,0.09832543228402853,467,122,1,50.0,0.001364256480218281,0.11732605729877217
27,Calça Jogger Masculina Jeans Sarja Premium Elástico Lycra,4.5,11.0,,gbgsports,sarja,Masculino,outono/inverno,"Top. Tô gostando, muito bom mesmo.","Muita sobras de fios, baixa qualidade nas costuras!.",,+100,48.9,0.8148148148148148,0.0011018069634200088,,0.06483407796459875,324,138,3,100.0,0.005911778080945885,0.015461573442473852
28,Roupa De Bebê Romper Menina Bailarina Top C/ Laço Luxo Lindo,4.7,39.0,10.0,petit ateliê,,Bebês,primavera/verão,"Lindoo dmaissss 💓.
Ficou perfeito na minha princesa.",Perfeito amei. Lindo e delicado.,"Comprei o gg minha bebê vai fazer 8mes achei bem pequeno pois na descrição fala que o gg é de 9mes a 1 ano, mais ameiii super lindo é igualzinho o da foto.",+100,72.61,0.888888888888889,0.004186866460996033,0.0819672131147541,0.10526585041437878,599,178,7,100.0,0.001364256480218281,
29,2 Máscara De Proteção Lupo Dupla Camada Reutilizável Lavável,4.9,52.0,34.0,lupo,,,não definido,Adorei.,Ótima.,"Muito bom produto, confortavel e bem leve !!!!.",+1000,39.39,0.9629629629629631,0.005619215513442045,0.47540983606557385,0.048617032161249615,463,178,1,1000.0,0.04229195088676671,
30,Pijama Masculino Botão Adulto Blusa Manga Curta E Shorts,4.8,704.0,,paraíso da lingerie,poliéster,Masculino,primavera/verão,"Exatamente como esperado. Produto de boa qualidade, lavei imediatamente após abrir o pacote e não encolheu nem desbotou. Comprei g e meu marido pesa 68kg mas ele gosta de bem folgado. Ele gostou muito.","De boa qualidade, tecido macio e tamanho adequado. Tenho 1. 80, 84 kilos e comprei o médio, ficou perfeito! se tiver uma barriguinha melhor o g, só este detalhe.","Bom produto! tenho 1,73 de altura e 79kg e ficou um pouco grande o g. O m ficaria perfeito.",+5mil,53.99,0.9259259259259259,0.07745702952842662,,0.07351386378363631,593,122,7,,0.0031832651205093224,0.11732605729877217
31,Roupa Ere Umbanda Candomble,,,,cigana dos ventos,tricoline,Masculino,primavera/verão,,,,+5,139.61,,,,0.21951843388697526,184,168,7,5.0,0.001364256480218281,0.001364256480218281
32,Kit Com 2 Shorts Feminino Básico Sem Costura Loba Macio Lupo,,,,lupo,poliamida,Feminino,primavera/verão,,,,3,72.9,,,,0.10576037652194674,463,116,7,3.0,0.04229195088676671,0.019554342883128694
33,Kit 6 Cuecas/calcinhas Treinamento P/ Desfralde Dos Bebes,4.4,363.0,,importado,,Bebês,não definido,"Minha filha pesa 15 kilos ,por isso pedi o tamanho g q vai de 15 a 18 kilos,nas pernas ficou muito apertadas,no corpo ficou muito grande,outro detalhe e que não cumpre o q promete não segura nada, nem pequenos escapes,o forro e muito fino ,pra mim foi minha pior compra,dinheiro jogado fora,so não fiz a devolução pq não conhecia o produto e tinha q fazer uso pra conhecer, essa foi uma compra q me arrependir,não se iludam essas calcinhas de treinamento não presta ,eu me arrependo muito por ter feito essa compra. Não recomendo pra ninguém, são pesssimas.
Esse é meu dessabafo.
Coloquei em letras maisculas pra chamar atenção.","Deu super certo por aqui. Minha filha pesa 14kg. Comprei a tamanho 100. E está segurando o xixi. Na vdd quando ela faz mto xixi, ele não vaza mas fica na calcinha. Na hora de tirar tem q tomar cuidado pra não escorrer. Mas pelo menos não fica vazando pela casa. Ela adorou. É mto confortável. Super recomendo!.","O produto é de excelente qualidade. Segura perfeitamente os escapes, evitando que se forme uma poça no chão. Quando o fluxo é bem pequeno, nem sequer molha a calça ou short que a criança estiver vestindndo. O tamanho é perfeito, dá pra usar bastante tempo. Amei!.",+1000,139.9,0.777777777777778,0.03988541207580432,,0.22001295999454318,367,178,1,1000.0,0.0009095043201455207,
34,Organizador Necessaire Mala Kit 6 Pratico Look Roupas Viagem,4.4,361.0,13.0,genérica,náilon,Sem gênero,não definido,"Os necessers são bacanas , ótimo para organizar a mala. Mas veio com problema no zíper em um, outro veio com o zíper sem abrir todo, e em um kit veio faltando uma necesser.","Produto útil mas extremamente frágil. Comprei 2 kits, um deles veio com um dos itens com o zíper estragado. No outro kit, dois itens rasgaram na costura, mesmo sendo manuseado com cuidado e não estando totalmente cheios.","Perfeito, já sobreviveu a duas viagens sem danos.",+5mil,39.71,0.777777777777778,0.03966505068312032,0.13114754098360656,0.04916271614201426,327,110,1,,0.009549795361527967,0.005457025920873124
35,Roupa Completa Conjunto Apicultor Pra Tirar Abelhas Mel,4.2,384.0,10.0,pérola,brim 100% algodão,Sem gênero,não definido,"E um produto ótimo adorei fiquei muito confortável dentro dela quando experimentei , mas não usei pra trabalho ainda as abelhas foram embora eu ia fazer o resgate do exame kkkkkkkkkk.","Ótimo material, enteegou super rápido, única observação que queria deixar é que o zíper poderia ser maior pra não dá tanto trabalho na hora de vestir.",Comprei duas uma vei certo a outra veio com defeito na costura um buraco na perna faltou um controle de qualidade.,+5mil,151.7,0.7037037037037038,0.042199206698986344,0.0819672131147541,0.24013505678523925,637,46,1,,0.004092769440654843,0.009095043201455207
36,Kit 5 Bermuda Short Masculino Academia Fitness Treino Verão,4.3,672.0,15.0,canario,moletinho,Masculino,primavera/verão,"Ótimo custo, muito boa a qualidade do material. Recomendo.","Excelente custo benefício, tecido é de boa qualidade, costuras bem feitas tbm. Tenho 1. 73 de altura e 75kg, o tamanho g ficou confortável, nem largo, nem apertado e na linha do joelho, para treinar na academia e até correr está ótimo pra mim. Quem tem a minha estatura e gosta de algo mais justo pega m.","Que falta de respeito, hein! vcs mandaram as bermudas sem bolso traseiro e só uma com etiqueta na perna, já fiz a compra de um kit de 3 bermudas há um ano e dois meses e até hoje estão perfeitas e com bolso traseiro. Achei muita falta de profissionalismo mandar as bermudas assim, principalmente sem bolso traseiro. Vou enfiar minha carteira a onde, no col?.",+5mil,169.49,0.7407407407407406,0.0739312472454826,0.1639344262295082,0.27047167559087343,170,106,7,,0.010004547521600727,0.007276034561164165
37,Roupa Conjunto Térmico Infantil Forrado Grossa+brinde,4.7,103.0,,neve,poliéster elastano fleece,Meninas,outono/inverno,"Tecido bem gostoso, comprei para meu filho de 4 anos o tamanho 6 ficou grande bem de leve.
Se tivesse comprado de 4 anos não iria dar direito.","Muito bom o tecido,bem quentinho,confortável,não gruda pelinhos e ainda veio um par de meias muito fofo de brinde e uma luva,amamos o mimo.","Pedi tamanho 6, minha filha tem 5 anos e ficou levemente folgado, mas dentro do previsto. Veio uma meia e uma liba de brinde, minha filha amou.
A roupa tem boa costura, é forrada, tecido de qualidade. Estou satisfeita com a compra.",+1000,78.9,0.888888888888889,0.01123843102688409,,0.11599195116128375,563,123,3,1000.0,0.001364256480218281,0.00045475216007276033
38,Pacote 4 Cuecas Boxer Algodão Box Masculina Cotton Zorba,4.6,2290.0,25.0,zorba,algodão,Masculino,primavera-verão outono-inverno,"A cueca é sensacional! a melhor cueca que eu já tive. Tenho o quadril bem largo e sempre tive dificuldade de achar uma cueca boa, então se vc quer uma cueca confortável, vc achou!.","Na foto de corea diversas tem 4 cores, então dá a entender que viria as 4 cores. Mais veio 2 brancas, coisa que detesto branco, mais por achar q viria somente 1 então relevei, mais veio 2, coisa q me decepcionei. O tecido é bom. O formato é um pouco grande, mais vai servir.","Já conhecia o produto, então, sem novidades. Excelente qualidade. O único inconveniente foi que os pacotes vieram repetidos, portanto, apenas 2 cores ao invés de 4 como esperava.",+10mil,105.99,0.8518518518518517,0.25220361392684004,0.3278688524590164,0.16218751065789025,838,25,6,10000.0,0.009095043201455207,0.17644383810823103
39,Organizador Necessaire Mala Kit 6 Pratico Look Roupas Viagem,4.5,453.0,,genérica,poliéster,Sem gênero,não definido,"Apesar do material ser fininho, é bem resistente. Usei numa viagem por quase 2 meses, coloquei e retirei muita roupa e todos voltaram em perfeito estado.
Tem uma ótima capacidade de compressão e ajudam muito a manter a mala/mochila organizada.
A tela, diferentemente dos modelos totalmente fechados, ajudaram demais a não ter que ficar abrindo cada um para buscar uma peça de roupa, contribuindo para a manutenção da organização. Os bolsos também funcionam bem para peças ainda úmidas (não pode totalmente molhada) em não molhar as demais por ter boa impermeabilidade.
Os zíperes, em todos 6 itens (cubos e bolsos), abrem e fecham sem travar mas coma firmeza necessári para não abrir por acidente nenhum deles.","Gostei bastante, aguentou peso.",Produto bom. Dei de presente a pessoa amou e a filha tbm; vou ter que comprar outro 😁.,+5mil,35.9,0.8148148148148148,0.0498016747465844,,0.042665666246035266,327,122,1,,0.009549795361527967,0.11732605729877217
40,Kit 3 Short Laço Cintura Alta Shortinho Curto Roupa Feminina,,,,outros,bengaline,Feminino,primavera/verão,,,,+5,110.69,,,,0.1702022441253709,586,41,7,5.0,0.002273760800363802,0.0036380172805820826
41,Cueiro Swaddle Ajustável 100% Algodão,4.4,80.0,11.0,miracle baby,,Bebês,não definido,A crianca nao fica com os bracinhos bem presos. A faixa de velcro é muito pequena e portanto permite pouco ajuste. O velcro é fraco. As perninhas ficam encurvadas demais.,Meu bebê se acalma muito quando ponho no saquinho.,Adoramos serviu certinho adoramos.,+1000,104.36,0.777777777777778,0.00870427501101807,0.09836065573770492,0.15940793288087038,520,178,1,1000.0,0.00045475216007276033,
42,Faixa Peitoral Para Ginecomastia Reduz Volume Do Peito Homem,4.4,78.0,18.0,men'spa,"82% poliéster, 18% elastodieno",Masculino,não definido,As tetas ficaram bem de boas.,Produto perfeito isso aumenta a autoestima de um jeito incrivel muito obrigado.,"Comprei o tamanho m e precisei dar um ajuste nela, porém após a cirurgia perdeu o volume, pode ter sido por isso. Mas muito boa, de início da sensação que ficará descendo, mas depois acostuma.",+1000,119.31,0.777777777777778,0.008483913618334067,0.21311475409836064,0.1849016063572184,507,10,1,1000.0,0.0018190086402910413,0.0018190086402910413
43,"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,Estou dando 5 estrelas em todos pq tudo que compro no mercado livre e ótimo.,São só fino mais serve pra usar não esquenta sao fresquinho.,"Não veio como na foto.
É minúsculo!.
O tamanho eg adulto doei para uma criança de 9 anos.
O cumprimento das coxas veio errado! na foto mostra uma coisa e veio com 3 dedos !.
Não gostei!.",+1000,57.93,0.7037037037037038,0.009585720581754076,0.09836065573770492,0.08023259779680093,719,122,7,1000.0,0.002273760800363802,0.11732605729877217
44,Vestido Anágua Uso Debaixo Combinete Combinação Segunda Pele,4.6,63.0,,moda shop roupa feminina,,Feminino,não definido,"Tenho 1,70 e 90 quilos, o tamanho g, e serviu perfeitamente. O ponto negativo é que a costura é muito grossa, então se for usar com um vestido bem colocado fica marcando.","Ainda não usei ,mas ficou muito comprido,vou ter que cortar um pedaço no comprimento pois ficou abaixo do joelho e assim não dá pra usar , é um tecido até grosso,sem mais.",Produto fica muito colado no corpo.,+100,56.4,0.8518518518518517,0.0068312031732040545,,0.07762354626377,530,178,1,100.0,0.0018190086402910413,
45,Faixa De Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,4.9,45.0,,lupo,,Feminino,não definido,Cumpre a função que é me deixar feia.,"Achei um pouco grande para a minha cabeça.
Só usei uma vez.","Produto ótimo, lindo e confortável.",+500,41.57,0.9629629629629631,0.004847950639048039,,0.052334504280208735,463,178,1,,0.04229195088676671,
