Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
1552,Kit 2 Bermuda Short Jeans Masculina Slim Skinny Lycra,,,11.0,daze modas,algodão,Masculino,primavera/verão,,,,+5,125.05,,,0.09836065573770492,0.1946898127621841,216,25,7,5.0,0.004092769440654843,0.17644383810823103
1553,Conjunto Térmico Inverno Frio Extremo Forro Fleece Roupa Nev,4.1,25.0,34.0,neve segunda pele térmica,"fibra bambu, elastano, poliéster",Feminino,outono/inverno,"Tamanho em si ficou bom. Porem o.
Comprimento da manga e pernas ficou curto. Comprei tamanho 36/38 e ficou curto.","Comprei tamanho g, pois uso 42/44, a calça ficou justinha, já a blusa ficou grande, precisa ser um tamanho p ou m, porém na descrição falava tecido fibra de bambu e principalmente que não fazia bolinhas e ela encheu de bolinhas, na primeira lavagem já parece roupa velha surrada. Tbm não parece ter filtro uv 50.",O produto não é térmico somente tem pelinhos por dentro normal o que não aquece diferente dos outros.,+100,119.54,0.6666666666666666,0.002644336712208021,0.47540983606557385,0.18529381671839298,564,67,3,100.0,0.0031832651205093224,0.00045475216007276033
1555,Conjunto De Agasalho Infantil Volta As Aulas Com Estilo,4.8,81.0,10.0,confecções,,Sem gênero infantil,não definido,"Ótimo tudo, custo benefício, qualidade, conforto, tamanho, tá de parabéns, comprarei mais pra meu baby que vai pra creche meio do ano.",Pensem em um produto bom estou simplesmente apaixonada ficou lindíssimo em minha netinha.,Adorei!!! a única coisa negativa é que eu pedi azul marinho com listra azul e preto com listra amarelo. Vieram os dois pretos.,+500,59.1,0.9259259259259259,0.00881445570736007,0.0819672131147541,0.08222775485147164,196,178,1,,0.00045475216007276033,
1556,Short Jeans Feminino Cintura Alta Com Elastano Moda Verão,5.0,4.0,,stillger,algodão,Feminino,primavera/verão,"Ficaram ótimos perfeito,eu amei bgd por o carinho veio até um mimo.",,,+50,42.9,0.9999999999999999,0.0003305420890260027,,0.05460250332526176,736,25,7,50.0,0.03274215552523874,0.17644383810823103
1557,Calça Tamanho Maior Plus Size Mulher Roupa Feminina Lycra,4.7,96.0,,dona scott,jeans lycra plus,Feminino,não definido,"Amei igual a foto. Uso 50/52.
Comprei 52 ficou perfeita.",,"Gostei muito,ficou perfeita.",+500,122.8,0.888888888888889,0.010467166152490085,,0.19085297227243272,244,81,1,,0.00045475216007276033,0.00045475216007276033
1558,Roupa Infantil Menino Dos Bolofofos Pão De Queijo,4.9,12.0,,mallú,,Bebês,não definido,Qualidade ótima.,"Eu achei ele lindo e caiu super bem no meu filho, porém eu ainda não lavei vou lavar essa semana e ver se encolhe ou não. Não encolheu, mas meu filho não conseguirá usar por muito tempo, principalmente o shorts que parece estar ficando pequeno!.",Muito lindo 😍 amei a roupinha.,+50,78.9,0.9629629629629631,0.0012119876597620099,,0.11599195116128375,477,178,1,50.0,0.0018190086402910413,
1559,Faixa De Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,4.9,45.0,,lupo,,Feminino,não definido,Cumpre a função que é me deixar feia.,"Achei um pouco grande para a minha cabeça.
Só usei uma vez.","Produto ótimo, lindo e confortável.",+500,41.57,0.9629629629629631,0.004847950639048039,,0.052334504280208735,463,178,1,,0.04229195088676671,
1560,2 Máscara De Proteção Lupo Dupla Camada Reutilizável Lavável,4.9,52.0,34.0,lupo,,,não definido,Adorei.,Ótima.,"Muito bom produto, confortavel e bem leve !!!!.",+1000,39.39,0.9629629629629631,0.005619215513442045,0.47540983606557385,0.048617032161249615,463,178,1,1000.0,0.04229195088676671,
1561,Vestido Anágua Uso Debaixo Combinete Combinação Segunda Pele,4.6,63.0,,moda shop roupa feminina,,Feminino,não definido,"Tenho 1,70 e 90 quilos, o tamanho g, e serviu perfeitamente. O ponto negativo é que a costura é muito grossa, então se for usar com um vestido bem colocado fica marcando.","Ainda não usei ,mas ficou muito comprido,vou ter que cortar um pedaço no comprimento pois ficou abaixo do joelho e assim não dá pra usar , é um tecido até grosso,sem mais.",Produto fica muito colado no corpo.,+100,56.4,0.8518518518518517,0.0068312031732040545,,0.07762354626377,530,178,1,100.0,0.0018190086402910413,
1562,"Combo Roupa De Ballet , Balé Lindo Rosa Aula De Ballet Rosa",5.0,3.0,,ballet laços,,Meninas,não definido,A mí ha sobrinha adoro.,,,+25,99.97,0.9999999999999999,0.0002203613926840018,,0.15192183076975546,92,178,1,25.0,0.0036380172805820826,
1563,Short Jeans Feminino Destroyed Cós Alto Com Lycra Desfiado,4.2,53.0,10.0,menina linda,jean,Feminino,primavera/verão,"Não veio a cor que pedi. Comprei o azul claro com borda branca e mandaram um outro no lugar. Fiquei chateada, não era o que eu escolhi :( como já estou com viagem marcada para amanhã e preciso do short, infelizmente não terei tempo de devolver. Decepcionada.",Se esse é o tamanho 46 imagina o 38.,Adorei!.,+100,44.49,0.7037037037037038,0.0057293962097840455,0.0819672131147541,0.05731387060468607,509,74,7,100.0,0.010004547521600727,0.02546612096407458
1564,Kit 8 Peças Roupa Infantil Menina 4 Camisas +4 Shorts Barato,4.3,157.0,10.0,imperio kids,,Meninas,não definido,Roupas maravilhosas minha filha e eu adoramos obrigada mercado livre por fazer nosso mundo melhor e mas feliz.,"Amei, são lindas , são mais bonita pessoalmente que nas fotos 😍❤️ qualidade muito boa, pelo preço me surpreendeu ❤️💕.",Gostei do tamanho da roupa minha filha tem 8 anos e comprei tamanho 12 só que como éla forcinha em cima as blusas ficaram apertada um pouco mas deram.,+500,112.82,0.7407407407407406,0.01718818862935214,0.0819672131147541,0.17383445312233553,364,178,1,,0.008640291041382447,
1565,Calça Jeans Feminina Cintura Alta Com Lycra Levanta Bumbum,4.5,329.0,6.0,destmoda,jeans,Feminino,outono/inverno,"Calça com bastante elastano, top mesmo, minha namorada ja tem um belo corpo , mais essa calça fica desumano.","Gente um alerta pra quem não gosta de jogar dinheiro fora, infelizmente cair calça de péssima qualidade, aqui na minha cidade uma calça dessas custa no máximo 40 reais e olhe lá paguei esse valor um assalto ao bolso. Não comprem, material horrível que ódio, não vale nem a estrela que dei.","Amei, fica linda no corpo, se adpata certinho, modelo igual a foto, qualidade do material boa, ela realmente empina o bumbum, modela bem o corpo. Eu peguei tamanho 42 (peso 75kg e 1,64 de altura) ficou otimo.",+1000,149.99,0.8148148148148148,0.03613926840017629,0.01639344262295081,0.23721905801302826,229,75,3,1000.0,0.00045475216007276033,0.030013642564802184
1566,Kit 3 Conjunto Lingerie Infantil Menina Moça Com Bojo,4.6,14.0,,empório da roupa,poliamida,Meninas,primavera/verão,"Perfeito,comprem.","Ótimo produto. Minha filha amou.
Nota 10.",Minha neta amou.,+50,,0.8518518518518517,0.0014323490524460116,,,263,116,7,50.0,0.001364256480218281,0.019554342883128694
1567,Kit Casal Mozao Moda Praia Florido Casal  2 Short Envio Já,4.4,58.0,,relaxado,poliéster,Sem gênero,primavera/verão,"Tamanho e estampa condiz com a imagem. O masculino é um material muito bom 100% poliéster, já o feminino é de qualidade inferior, tecido bem mais fino e transparente. 92% poliéster e 8 % elastano.","O short feminino é gg e é muito pequeno parece p.
Tudo perfeito a cor o masculino no tamanho ideal mas o feminino fiquei decepcionada.",O tecido e estampa são lindos de ótima qualidade. Quanto ao tamanho não condiz com a etiqueta. Comprei gg e mais parecia um m.,+500,78.99,0.777777777777778,0.00628029969149405,,0.11614542478087378,650,122,7,,0.01182355616189177,0.11732605729877217
1568,Saida De Maternidade Menina 5 Peças Charmosa Vermelha,4.7,2982.0,8.0,maribaby enxovais,,Bebês,não definido,"Simplesmente lindo! perfeito no acabamento e nos detalhes. É exatamente igual ao da foto, com a estampa exatamente fiel. Li um comentário onde a pessoa reclamava da textura da manta ser inapropriada a um bebê. Não procede, é um tecido de qualidade e com a goma própria de novo, após uma lavagem e com cheirinho de bebê vai ficar perfeito. Amei a qualidade, o designer e o acabamento de todas as peças. Recomendo!.","A roupa e linda gostei bastante, so nao darei 5 estrela porq o produto veio com algumas das custuras que nao estao perfeitos, a manta veio com um rasgo mais levarei na costureira para arrumar, e tambem na parte que encaixa no pe da crianca veio com um rasgo pois da pra arrumar!!! espero que vcs antes da entega verifica o produto se nao estiver rasgado para agenti ficar mais feliz com a compra!! obrigado.","O tamanho é bom,vai dar pra usar um tempo mas oq me decepcionou foi a cor, nas fotos a cor é linda,viva e pessoalmente é uma cor bem apagada, um salmão desbotado e sem graça então vou ter q usar só para ficar em casa e vou ter q comprar outra saída maternidade. Isso sem contar q a manta é extremamente fina para um recém nascido, poderiam melhorar isso.",+10mil,88.78,0.888888888888889,0.32844865579550464,0.04918032786885246,0.132839944067392,490,178,1,10000.0,0.002273760800363802,
1569,Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312.0,5.0,stillger,algodão,Feminino,outono/inverno,"Maravilhoso, super recomendo, ficou perfeita 👏👏👏.",Pedi um produto veio outro sem falar no tamanho.,"Do kit, uma calça ficou perfeita, uma ficou boa e a outra não serviu, ficou pequena, pedi a loja para trocar somente a que não serviu, pois como eu só experimentei uma achei que daria certo as outras e já usei, quando fui usar a terceira, não serviu. A resposta da loja foi que só troca o kit inteiro. Mas como vou trocar um kit de calças 38 por outro kit de calça 38 se apenas 1 veio no tamanho errado?.",+1000,174.24,0.7407407407407406,0.034266196562362274,0.0,0.27857167218034856,736,25,3,1000.0,0.03274215552523874,0.17644383810823103
1570,Roupa Apicultor Tirar Abelha Mel Sr Premium Antiferroada,4.5,12.0,,sr apicultura,poliamida,Sem gênero,não definido,Um dos melhores macacões que já comprei em 18 anos de apicultura.,Muito bom excelente.,Ótimo produto.,+50,460.9,0.8148148148148148,0.0012119876597620099,,0.7674022031990724,731,116,1,50.0,0.0050022737608003635,0.019554342883128694
1571,Body Manga Curta Bebê Bodie Banda De Rock Radiohead,,,13.0,fantastic baby fashion,,Bebês,primavera/verão,,,,1,25.3,,,0.13114754098360656,0.024589884383206573,291,178,7,1.0,0.0036380172805820826,
1572,Roupa Conjunto Mauricinho Infantil,4.6,27.0,10.0,mux,,Meninos,primavera/verão,Adorei ficou ótimo o produto é bom.,"Gostei bastante, ótimo produto, veio certinho.","Amei, parece um bonequinho com essa roupa.",+100,125.5,0.8518518518518517,0.0028646981048920227,0.0819672131147541,0.1954571808601344,551,178,7,100.0,0.00045475216007276033,
1573,Roupa De Frio Térmica Feminina Blusa E Calça Segunda Pele,4.6,29.0,35.0,"kit frio inverno, blusa manga longa segunda pele,",92% poliester 8% spandex (elastano),Sem gênero,não definido,"Produto bom, serviu muito bem.",Nao é tao termica quanto parece. Peguei um frio de 3°e passei frio com o conjunto +uma camiseta e um moletom e uma calça por cima.,Comprei para presente.,+100,89.49,0.8518518518518517,0.0030850594975760245,0.4918032786885247,0.13405068039971352,413,14,1,100.0,0.00045475216007276033,0.00045475216007276033
1574,Kit 5 Bermudas Tactel Shorts Mauricinho Estampado Juvenil,4.3,6.0,,rebel cat,microfibra,Meninos,primavera/verão,Bom.,Achei muito bom a marca super boa o tecido ótimo super recomendo meu menino adorou.,"Muito lindo, amei! tamanho, estampas, tudo perfeito!.",+100,76.2,0.7407407407407406,0.0005509034817100045,,0.11138774257358208,647,101,7,100.0,0.008640291041382447,0.030013642564802184
1575,Conjunto Calça + Blusa Térmicas Feminino Forrada Inverno,4.5,62.0,,hangar moriah,poliéster,Feminino,outono/inverno,"Quanto a proteção térmica funciona, mas o tecido ficou muito com desgaste com pouco uso.",Amei e vou comprar mais depois. Super recomendo.,"Achei a blusa cumprida para mim e um tico folgada, acho que mais justinha ficaria melhor para colocar demais roupas por cima.
Mas como é tamanho unico talvez para os demais fique.",+100,68.9,0.8148148148148148,0.006721022476862053,,0.09893932676238874,351,122,3,100.0,0.001364256480218281,0.11732605729877217
1576,Roupa Infantil Menina Estilosa Blogueirinha,4.9,146.0,6.0,propria,,Meninas,não definido,Amei eu vou comprar mas.,"Produto exelente, tecido ótimo, de exelente qualidade para crianças, acabamento super bem feitos para ajudar minha neta fez 3 aninhos, tem 1. 05 mtr de alrura e 18 kg ,o tamanho 6 ficou certinho,agora se a intenção for usar por mais tempo compre um numero a mais, super recomendo,minha nota 10.","Lindo demais , minha filha amou.",+500,78.16,0.9629629629629631,0.01597620096959013,0.01639344262295081,0.11473005695576549,630,178,1,,0.0050022737608003635,
1577,"Kit Moda Feminina - Blusa, Vestido, Biquínis K0960",,,,la'dore,,Feminino,não definido,,,,1,239.37,,,,0.38963541489035164,420,178,1,1.0,0.00045475216007276033,
1578,Short Jeans Plus Size Feminino Com Lycra Cintura Alta Shorts,,,10.0,stillger,algodão,Feminino,primavera/verão,,,,+5,72.69,,,0.0819672131147541,0.10540227140956994,736,25,7,5.0,0.03274215552523874,0.17644383810823103
1579,Calça Jeans Colcci Felipe Skinny Logo In23 Azul Masculino,,,,colcci,tecido,Masculino,outono/inverno,,,,+5,364.59,,,,0.6031683776133148,193,157,3,5.0,0.0031832651205093224,0.005457025920873124
1580,Roupa Do Poderoso Chefinho Infantil Meninos Conjunto,4.8,149.0,6.0,poderoso baby moda acessórios,,Bebês,não definido,Mim surpreendeu ficou muito lindo perfeito como o meu neto fez um ano ficou como se tivesse tirado a medida dele adorei.,"Idêntico a foto, perfeito! comprei tamanho 1 pois o meu filho é pequeno e ficou otimo o tamanho. Material de boa qualidade, comorarei mais vezes.","Achei que ia ficar grande, mas coube certinho, eu amei.",+1000,134.8,0.9259259259259259,0.01630674305861613,0.01639344262295081,0.21131612155110674,615,178,1,1000.0,0.004547521600727604,
1581,Saia Curta Feminina Rodada Godê Roupa  Instagram Do Pp Ao G1,4.6,40.0,6.0,atrevidas,,Feminino,não definido,"Maravilhosa parece que foi feita pra mim podem comprar sem medo compraria outra de novo, peguei a 44 uso 40 mais focou maravilhosa no meu corpo, agora vou usar no show do meu ídolo luan santana dia 15 de junho obrigado estou satisfeita gratidão sempre.",Adorei a saia. Vestiu perfeitamente e ainda veio com um scrunchie de brinde.,"Linda, confortável, as medidas bateram certinho e o tecido é de ótima qualidade. Tenho o bumbum muito grande e não ficou indecente. Amei !!!!!.",+500,55.7,0.8518518518518517,0.004297047157338034,0.01639344262295081,0.07642986255584736,74,178,1,,0.00045475216007276033,
1582,5 Shorts Feminino Canelado Shortinho Soltinho Verão Atacado,5.0,1.0,,gata rebelde,canelado,Feminino,primavera/verão,Lindos apesar de ser um pouco maior do que esperava mais gostei.,,,4,69.94,0.9999999999999999,0.0,,0.10071279969987382,322,53,7,4.0,0.0068212824010914054,0.001364256480218281
1583,Conjunto Roupa Amx Motocross Velocross Enduro Trilha Preto,4.3,3.0,5.0,amx,poliéster,Sem gênero,não definido,Muito boa gostei muito vó compra mais porque achei boa veste bem.,,,+25,285.75,0.7407407407407406,0.0002203613926840018,0.0,0.4687254868524266,39,122,1,25.0,0.00045475216007276033,0.11732605729877217
1584,Calça Branca Masculina Alfaiataria Super Skiny Justa Oferta,,,6.0,macaw,algodão,Masculino,outono/inverno,,,,+5,119.7,,,0.01639344262295081,0.1855666587087753,469,25,3,5.0,0.0009095043201455207,0.17644383810823103
1585,Short Jeans  Easy Lança Perfume Comfort Low Iv23 Azul Femini,,,,easy lança perfume,jeans,Feminino,outono/inverno,,,,3,530.74,,,,0.886497732000955,249,75,3,3.0,0.0009095043201455207,0.030013642564802184
1586,Macacão Bebê Unissex Coelho Fofo,4.0,4.0,10.0,nika baby,,Bebês,não definido,Maravilhoso.,Roupinha linda adorei.,,+25,49.91,0.6296296296296297,0.0003305420890260027,0.0819672131147541,0.06655639302888715,568,178,1,25.0,0.0036380172805820826,
1587,Beca Formatura Adulto Completa Com Faixa E Canudo Verde,4.5,6.0,,becas & brindes,,Sem gênero,não definido,Perfetooooo.,Exelente muito bom mesmo.,"Produto é muito bom , recomendo.",+25,,0.8148148148148148,0.0005509034817100045,,,113,178,1,25.0,0.0009095043201455207,
1588,4 Saco Para Roupa Suja Viajem Mala Tnt Sacola Fechada Cordão,4.2,5.0,,gardenia jalecos,,Sem gênero,não definido,Os sacos são bem espaçosos e práticos. Recomendo.,Super prático e útil cabe bastante roupas.,,+25,33.22,0.7037037037037038,0.00044072278536800354,,0.03809556290713141,321,178,1,25.0,0.0009095043201455207,
1589,Shorts Jeans Infantil Feminino Menina Com Lycra Juvenil,,,,stillger,algodão,Meninas,primavera/verão,,,,+5,39.1,,,,0.048122506053681666,736,25,7,5.0,0.03274215552523874,0.17644383810823103
1590,Calça Feminina Jogger Malha De Viscolycra Esportiva Cós Alto,4.2,14.0,8.0,aristem roupas de academia,viscolycra,Feminino,não definido,"Confortável, mas muito fino tecido, um pouco transparente.","Excelente, fresca, em moletinho fino. Muito bem costurada!.","A calça é maravilhosa. Tem um ótimo caimento no corpo! sou plus size, tenho quadrilha 122cm e a gg ficou perfeita. O tecido é mais pra uma meia estação, mas pro que eu quero serviu perfeitamente. Já quero mais uma.",+50,63.78,0.7037037037037038,0.0014323490524460116,0.04918032786885246,0.09020838307015451,51,173,1,50.0,0.00045475216007276033,0.005911778080945885
1591,Lancheira Sonic Com Brinquedos Boneco + Quebra Cabeça 90 Pçs,,,15.0,genérica,,,não definido,,,,+5,82.98,,,0.1639344262295082,0.12294942191603289,327,178,1,5.0,0.009549795361527967,
1592,"Kit Bebê,sapatinho,luva E Touca Trico Não Alérgico Cores",4.9,27.0,,baby,,Bebês,não definido,Bom.,"Gente são muitos lindos,eu amei e veio bem cheiroso parabéns a loja 🥰👏😘😘.","É muito lindo e material excelente, super macio ,só que a touca ficou grande na minha bebê.",+100,50.9,0.9629629629629631,0.0028646981048920227,,0.06824460284437775,80,178,1,100.0,0.00045475216007276033,
1593,Shorts Liso Tactel Corta Vento Com Cordão Regulável E Bolso,5.0,1.0,,aerre,poliéster,Masculino,primavera/verão,Ótimo produto.,,,3,45.99,0.9999999999999999,0.0,,0.059871764264520316,14,122,7,3.0,0.002728512960436562,0.11732605729877217
1594,Kit Collant Manga Ballet Adulto Bailarina  6peças C/bolsa,,,,stelariss figurinos,,Feminino,não definido,,,,+25,,,,,,734,178,1,25.0,0.004547521600727604,
1595,Conjunto Motocross Amx Infantil Moto Azul/vermelho/branco,4.5,14.0,5.0,amx acessorios,poliéster,Sem gênero infantil,não definido,"Bonito. Tecido e acabamento de boa qualidade.
Perfeito.",Boa qualidade… ótimo!!!.,"Muito bom, serviu certinho.",+100,190.5,0.8148148148148148,0.0014323490524460116,0.0,0.3062992394529518,40,122,1,100.0,0.00045475216007276033,0.11732605729877217
1596,Kit Com 10 Cuecas Boxer Micromodal Confortável Maciez Lupo,,,,lupo,modal,Masculino,primavera/verão,,,,+5,341.9,,,,0.564475972852222,463,105,7,5.0,0.04229195088676671,0.0009095043201455207
1597,Kit Com 10 Shorts Jeans Feminino Cintura Alta Short Atacado,5.0,1.0,8.0,stillger,algodão,Feminino,primavera/verão,E ótimo produto amei. O tecido as cores.,,,+5,199.99,0.9999999999999999,0.0,0.04918032786885246,0.32248218000750317,736,25,7,5.0,0.03274215552523874,0.17644383810823103
1598,3000 Lacres De Autenticidade Pendurar Etiqueta Tag Em Roupas,,,,lacre brasil,,Sem gênero,não definido,,,,+5,118.99,,,,0.18435592237645373,421,178,1,5.0,0.0009095043201455207,
1599,Saco De Dormir Bebê Enroladinho Confortável Inverno Ursinho,4.6,109.0,10.0,atelie mundo daju,,Bebês,não definido,"Melhor investimento, melhorou as noites de sono e agr saiu mais tranquila a noite, pois sei que ela não toma friagem de forma alguma. E ainda é super confortável.","Compativel com a descrição do produto, tamanho e tecido. Tecido melhor do que esperava, bem quentinho e da para lavar na lavadora.",Lindo de mas minha filha ficou parecendo um urso comprei tamanho g ela tem 3 meses deu certinho ela tem 6. 100kl alt 59 cm.,+1000,74.41,0.8518518518518517,0.011899515204936095,0.0819672131147541,0.10833532280617988,66,178,1,1000.0,0.002728512960436562,
1600,Calça Jeans Levis 505 Original Masculina  Algodao 91,,,,magazine kubo,jean,Masculino,primavera/verão,,,,4,,,,,,472,74,7,4.0,0.0018190086402910413,0.02546612096407458
1601,Kit 05 Shorts De Academia Treino Roupas Moda Fitness Atacado,4.2,5.0,16.0,própria,poliéster,Feminino,não definido,Eu gostei só que veio com estampa aí mostra sem ufff não compro mais.,Dentro da normalidade de uso e resistencia.,Amei os shorts muito confortavel.,+25,119.96,0.7037037037037038,0.00044072278536800354,0.18032786885245902,0.18601002694314656,633,122,1,25.0,0.010004547521600727,0.11732605729877217
1602,Kit 10 Cueca Boxer Lupo Sunga Box Algodão 100% Original,4.7,26.0,30.0,lupo,algodão,Masculino,outono/inverno,"Muito bom produto, excelente qualidade!.",Sempre compro está marca.,"Só uso essa , a melhor cueca que existe.",+100,247.5,0.888888888888889,0.002754517408550022,0.4098360655737705,0.4034991985266532,463,25,3,100.0,0.04229195088676671,0.17644383810823103
1603,Kit 5 Conjuntos Roupa Infantil Ou Bebê Menino Atacado,5.0,4.0,,kamylus e/ou brandili,,Meninos,não definido,"Amei meu kit, quero comprar outro, mas estou com medo de vir repetido.",Amei as pecas. Comprarei mas.,,+5,149.5,0.9999999999999999,0.0003305420890260027,,0.23638347941748236,402,178,1,5.0,0.00045475216007276033,
1604,Kit Conjunto Infantil E Juvenil De Futebol Flamengo Terceiro,,,,genérica,,Sem gênero infantil,não definido,,,,+5,49.9,,,,0.06653934040448825,327,178,1,5.0,0.009549795361527967,
1605,3 Bermudas Grande Nobre Feminina Estampada Envio Imediato,,,,kit bermudas feminina academia ginástica atacado,poliéster,Feminino,primavera/verão,,,,2,68.75,,,,0.09868353739640531,411,122,7,2.0,0.00045475216007276033,0.11732605729877217
1606,Roupa Feminina Calça Pantacourt Piquet Plus Size Cós Alto+56,4.9,7.0,,explosão total,piquet colmeia,Feminino,outono/inverno,Superou minhas expectativas 👍.,"Ótimo, tamanho e material perfeito!.","Tecido de excelente qualidade forrada, não marca, ótimo caimento. Fresquinha!.",+50,109.9,0.9629629629629631,0.0006610841780520054,,0.1688550867978582,279,114,3,50.0,0.004547521600727604,0.001364256480218281
1607,Body Manga Curta Bebê Roupa De Bebê Estampado Kit C/3 Peças,3.9,9.0,11.0,batutinhas baby,,Bebês,primavera/verão,"Não gostei, asmeeeeeeeeei!!!!.","Os shorts são são finos e ainda por cima encolheram quando lavei para ser usado, desta forma nem podia devolver. As blusa também, as golas são absurdas de pequena , nem a cabeça de recém nascido passa ali, sem que precise rasgar para a criança vestir.","Custo beneficio, mas pequeno, mesmo o tamanho g!.",+100,28.72,0.5925925925925927,0.0008814455707360071,0.09836065573770492,0.030421881927628663,108,178,7,100.0,0.006366530241018645,
1608,"Termocolante De Time Manchester United Com 12, Time Futebol",,,6.0,lika loka,,,não definido,,,,4,29.19,,,0.01639344262295081,0.031223355274376727,441,178,1,4.0,0.0036380172805820826,
1609,Shorts Feminino Size Paete Cintura Alta Curto P Ao 52,,,6.0,short menina mulher look verão,roupa tik tok blogueirinha adulta,Feminino,primavera/verão,,,,+5,78.16,,,0.01639344262295081,0.11473005695576549,710,136,7,5.0,0.0009095043201455207,0.0009095043201455207
1610,Conjunto Roupa Completa Para Malandra Maria Navalha Umbanda,,,,ateliê karen puigdevall,,Feminino,não definido,,,,3,,,,,,72,178,1,3.0,0.001364256480218281,
1611,Calça Skinny Masculina Jeans Sarja Preta Black Do 36 Ao 50,4.5,13.0,,mand. confecções,jean,Masculino,não definido,Super indico comparei mais vezes.,"Comprei para meu irmão, ficou perfeita.","Top demais, excelente! recomendo a todos.",+100,69.89,0.8148148148148148,0.0013221683561040107,,0.10062753657787935,482,74,1,100.0,0.0009095043201455207,0.02546612096407458
1612,Kit 5 Conjuntos Infantil Menina 10 Peças Atacado Revenda,4.3,96.0,5.0,ed kids,,Meninas,não definido,"Os conjuntos são lindos e parece muito confortável, só não dou 5 🌟 porque o tamanho é pequeno, fora isso, as peças são ótimas, como descrito 👍.","Eu amei, fiquei com medo de ficar pequeno porém vai servir bastante tempo.",Tecido ótimo não encolhe e nem desbota já lavei.,+100,128.45,0.7407407407407406,0.010467166152490085,0.0,0.20048770505780839,255,178,1,100.0,0.00045475216007276033,
1613,Vestido Anágua Uso Debaixo Combinete Combinação Segunda Pele,4.6,64.0,,moda shop roupa feminina,,Feminino,não definido,"Tenho 1,70 e 90 quilos, o tamanho g, e serviu perfeitamente. O ponto negativo é que a costura é muito grossa, então se for usar com um vestido bem colocado fica marcando.","Ainda não usei ,mas ficou muito comprido,vou ter que cortar um pedaço no comprimento pois ficou abaixo do joelho e assim não dá pra usar , é um tecido até grosso,sem mais.",Produto fica muito colado no corpo.,+100,56.4,0.8518518518518517,0.006941383869546056,,0.07762354626377,530,178,1,100.0,0.0018190086402910413,
1614,Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2146.0,5.0,almix,jean,Masculino,primavera/verão,"Obs: eu não suporto calças apertadas , e nem muito largas.
Numeração ( 42 ). Ficou ótima em mim.
Tenho 1. 80 de altura e uns 75kg.
Na cintura e nas coxas, ficou muito boa , ou seja.
- não ficou apertado e nem muito largo. ( ficou legal ).
Do joelho para baixo , ficaram retas ou seja, não tem modelagem , más, tbem não ficou feio , pois não ficou larga.
- elas ficam alinhado com o corpo , porém, não apertado.
Então ela é uma boa escolha para compra.
Porém , só um alerta !.
* ela é fina , tecido leve.
* comprimento é super grande.
Resumindo.
De 1 á 10 , ela valeu uns ( 8 ).","Gostei, as calças vestem bem, são confortáveis e o tecido tem qualidade. Por ter gostado resolvi comprar outro kit com três calças. Nesse kit tenho um reparo a fazer: a numeração que pedi foi 40 e a calça azul clara, apesar de ter na etiqueta a numeração 40, tinha o tamanho correspondente a 42 ou 44. Ficará grande e terei que mandar ajustar. O controle de qualidade poderia ser melhor efetuado nesses casos. No mais nada a reclamar.","Recomendo ótimo jeans tenho 1. 80 altura e 97 kg a número 48 ficou ótimo se eu quiser vou fazer é só o abanhado mas não fiz dobrei por dentro nem se percebe , não ficou colada no corpo que pra mim é ótimo.
Comprarei novamente em breve.
Que deus abençoe a todos.",+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.005457025920873124,0.02546612096407458
1615,Kit 8 Peças De Roupa Infantil Masculino 4 Camisas + 4 Shorts,4.4,388.0,10.0,imperio kids,,Bebês,não definido,Ótima roupas.,"Os tecidos são de excelente qualidade, recomendo.",Ficou perfeito peguei tamanho 3 meu filho tem 2 anos.,+1000,112.82,0.777777777777778,0.04263992948435434,0.0819672131147541,0.17383445312233553,364,178,1,1000.0,0.008640291041382447,
1616,Bermuda Masculina Moletinho Moda Praia Verão Academia Treino,,,,canario,moletinho,Masculino,primavera/verão,,,,+50,32.9,,,,0.03754987892636677,170,106,7,50.0,0.010004547521600727,0.007276034561164165
1617,Kit Calcinha Treinamento Desfralde Ecokids Floress 2 Unds,,,,ecokids place,,Bebês,não definido,,,,+5,128.9,,,,0.2012550731557587,254,178,1,5.0,0.0018190086402910413,
1618,Kit Conjunto Infantil Do Real Madrid Do Dragão,,,,md multimarca,,Masculino,não definido,,,,+5,,,,,,504,178,1,5.0,0.001364256480218281,
